review_id,customer_id,product_id,category,subcategory,review_text,rating,sentiment_label,review_date,helpful_votes,verified_purchase,language,word_count,has_image,device_type,reviewer_city,product_price,seller_rating,delivery_days,return_flag
R002876,C006546,PFOO0075,Food,Snacks,,1,Negative,2026-01-25,37,True,English,,False,mobile_android,Mumbai,2189.38,3.6,13,0
R002877,C035404,PELE0090,Electronics,Laptops,"Received a defective laptops. Asked for replacement, still waiting after 2 weeks!!!",1,Negative,2025-11-13,7,True,Code-mixed,12,True,tablet,Kochi,622.77,3.4,14,1
R002878,C013698,PCLO0016,Clothing,Sarees,Terrible quality. Broke within 2 days. Complete waste of money. DO NOT BUY.,2,Negative,2025-01-01,43,False,Hindi,13,False,desktop_web,Ahmedabad,12085.31,3.5,10,0
R002879,C012483,PBEA0043,Beauty,Makeup,Waste of money!!!   Too   many   issues with this product. Very poor quality control.,1,Negative,2025-03-08,44,False,English,13,False,tablet,Ahmedabad,19339.38,3.5,,0
R002880,C004702,PCLO0045,Clothing,Jeans,,5,Positive,2025-01-12,8,True,English,,False,mobile_ios,Kolkata,12696.03,4.2,4,0
R002881,C035920,PBOO0021,Books,Technical,Amazing value for money. The technical exceeded my expectations in every way possible.,5,Positive,2026-02-27,8,False,English,13,False,desktop_web,Delhi,20778.6,4.0,7,0
R002882,C016757,PHOM0027,Home,Storage,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,4,Positive,2025-03-08,16,True,English,10,True,tablet,Mumbai,17559.18,4.0,12,0
R002883,C031049,PELE0036,Electronics,Laptops,Superb! The laptops is exactly as described. Very happy with this purchase.,5,Positive,2025-02-19,,True,English,12,True,desktop_web,Chennai,21086.86,2.4,5,0
R002884,C041737,PCLO0041,Clothing,Kurtas,Very good product. Using it since 2 weeks. No complaints whatsoever. Recommended!!,5,Positive,2025-03-02,49,True,English,12,False,mobile_android,chennai,11484.35,3.5,,0
R002885,C016742,PELE0053,Electronics,Earbuds,Loved it!! Perfect for daily use. My whole family loves this earbuds.,5,Positive,2025-07-06,47,True,English,12,False,mobile_android,Pune,19822.57,3.8,11,0
R002886,C045859,PBOO0076,Books,Technical,Terrible quality. Broke within 2 days. Complete waste of money. DO NOT BUY.,1,Negative,2025-07-07,11,False,English,13,True,tablet,mumbai,19770.41,3.3,15,0
R002887,C040898,PBOO0087,Books,Fiction,Superb! The fiction is exactly as described. Very happy with this purchase.,5,Positive,2025-11-04,14,True,Hindi,12,False,desktop_web,Mumbai,1613.61,2.2,11,0
R002888,C004401,PBEA0044,Beauty,Fragrance,,4,Positive,2026-01-05,36,False,English,,False,mobile_android,bangalore,8562.23,3.9,3,0
R002889,C005474,PBEA0044,Beauty,Fragrance,"The fragrance works as expected. Nothing more, nothing less. Packaging was decent.",3,Neutral,2025-07-08,27,False,English,12,False,mobile_ios,Hyderabad,8562.23,1.2,14,0
R002890,C041260,PHOM0073,Home,Kitchen,<p>DO NOT BUY THIS</p>. Fake product. Nothing like the images shown on the website.,2,Negative,2025-05-16,28,False,English,14,False,,Hyderabad,14258.44,2.5,13,0
R002891,C043040,PBEA0002,Beauty,Grooming,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,5,Positive,2025-06-11,0,True,English,10,False,desktop_web,Jaipur,14718.95,1.5,,0
R002892,C026791,PBEA0070,Beauty,Grooming,This is my third purchase from this seller. Always consistent quality. Highly satisfied.,4,Positive,2025-10-27,14,True,English,13,False,,Bnglr,9561.61,2.4,9,0
R002893,C018641,PBEA0054,Beauty,Haircare,Amazing value for money. The haircare exceeded my expectations in every way possible.,5,Positive,2025-12-25,3,True,English,13,False,,Kochi,14337.33,1.2,12,0
R002894,C021511,PBOO0060,Books,Fiction,<p>DO NOT BUY THIS</p>. Fake product. Nothing like the images shown on the website.,1,Negative,2025-12-06,46,True,English,14,False,mobile_android,Noida,23730.32,3.2,999,0
R002895,C029610,PBEA0000,Beauty,Grooming,Product bahut accha hai. Quality is top notch. Will buy again for sure.,4,Positive,2025-04-14,8,True,English,13,False,tablet,bangalore,6333.41,1.6,7,0
R002896,C028525,PBEA0028,Beauty,Fragrance,Loved it!! Perfect for daily use. My whole family loves this fragrance.,4,Positive,2025-01-23,31,True,English,12,False,tablet,Ahmedabad,3122.63,4.8,7,0
R002897,C048714,PBEA0080,Beauty,Skincare,Ye skincare maine apne bhai ke liye liya tha. He likes it but mujhe lagta hai better options available hain.,5,Positive,2025-02-26,8,False,English,20,False,desktop_web,Indore,8176.25,3.4,,0
R002898,C035260,PCLO0088,Clothing,Sarees,,5,Positive,2025-11-01,41,True,English,,True,,Chennai,8805.84,1.1,4,0
R002899,C022985,PBEA0003,Beauty,Skincare,Terrible quality. Broke within 2 days. Complete waste of money. DO NOT BUY.,2,Negative,2025-11-28,34,True,English,13,False,,Lucknow,24989.35,3.8,10,0
R002900,C037487,PELE0088,Electronics,Cameras,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,4,Positive,2025-10-29,24,False,English,14,True,desktop_web,Delhi,11341.46,1.4,7,0
R002901,C044256,PCLO0000,Clothing,Sarees,Loved it!! Perfect for daily use. My whole family loves this sarees.,4,Positive,2025-06-28,5,True,English,12,True,,Gurgaon,4840.4,3.6,14,0
R002902,C046634,PBEA0096,Beauty,Grooming,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,5,Positive,2025-05-05,,False,English,14,False,tablet,mumbai,7548.24,2.1,5,0
R002903,C035483,PELE0023,Electronics,Smartphones,Product bahut accha hai. Quality is top notch. Will buy again for sure.,5,Positive,2025-10-30,25,True,English,13,False,tablet,chennai,1240.07,2.5,7,0
R002904,C023509,PCLO0013,Clothing,Shoes,Loved it!! Perfect for daily use. My whole family loves this shoes.,4,Positive,2025-10-27,29,False,English,12,False,,Ahmedabad,20916.92,2.6,6,0
R002905,C041467,PELE0061,Electronics,Laptops,Terrible quality. Broke within 2 days. Complete waste of money. DO NOT BUY.,2,Negative,2025-04-15,9,False,English,13,False,tablet,Bnglr,2876.76,4.3,8,0
R012966,C041467,PELE0061,Electronics,Laptops,Terrible quality. Broke within 2 days. Complete waste of money. DO NOT BUY.,2,Negative,2025-04-15,9,False,English,13,False,tablet,Bnglr,2876.76,4.3,8,0
R002906,C031943,PHOM0017,Home,Storage,Product bahut accha hai. Quality is top notch. Will buy again for sure.,4,Positive,2025-07-14,28,False,English,13,False,mobile_android,BANGALORE,6782.32,2.2,15,0
R002907,C044280,PELE0051,Electronics,Smartphones,Theek thaak hai. Na bahut accha na bahut bura. Average smartphones hai ye bas.,4,Positive,2025-10-09,16,False,English,14,False,,Chennai,18918.73,4.7,7,0
R002908,C023769,PBEA0035,Beauty,Haircare,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,5,Positive,2025-01-09,15,False,English,14,False,mobile_ios,Mumbai,12509.05,1.6,8,0
R002909,C035553,PELE0088,Electronics,Cameras,Product bahut accha hai. Quality is top notch. Will buy again for sure.,4,Positive,2026-01-18,,True,English,13,False,,Mumbai,11341.46,4.8,15,0
R002910,C028234,PBOO0038,Books,Comics,Waste of money!!!   Too   many   issues with this product. Very poor quality control.,1,Negative,2026-03-26,,True,English,13,False,,Indore,8266.68,4.0,7,0
R002911,C048209,PBEA0008,Beauty,Fragrance,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,4,Positive,2025-04-17,,True,English,14,False,tablet,Pune,15905.77,1.1,3,0
R002912,C018513,PFOO0072,Food,Dry Fruits,"Received a defective dry fruits. Asked for replacement, still waiting after 2 weeks!!!",2,Negative,2025-07-08,30,True,English,13,True,,Pune,22996.51,2.4,13,0
R002913,C017301,PBOO0023,Books,Self-Help,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,4,Positive,2026-03-01,,True,English,14,False,desktop_web,Chennai,24187.83,3.8,14,0
R002914,C049980,PBEA0033,Beauty,Skincare,,1,Negative,2025-09-21,48,True,English,,False,mobile_ios,Hyderabad,11589.51,5.0,6,0
R002915,C029080,PELE0081,Electronics,Cameras,,3,Neutral,2026-02-04,28,True,English,,False,desktop_web,Ahmedabad,4210.83,2.5,5,0
R002916,C000437,PBOO0071,Books,Comics,This is my third purchase from this seller. Always consistent quality. Highly satisfied.,5,Positive,2025-10-21,2,True,English,13,False,tablet,Noida,169.61,2.0,9,0
R002917,C025178,PHOM0030,Home,Furniture,Product kharab hai. Bilkul bakwas. Paisa barbad. Return kar raha hun.,1,Negative,2025-10-10,49,True,English,11,False,tablet,Hyderabad,6109.01,1.7,4,1
R002918,C022291,PBOO0004,Books,Self-Help,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,5,Positive,2025-10-10,13,True,Hindi,10,True,mobile_ios,BANGALORE,6933.84,3.7,6,0
R002919,C018005,PBEA0094,Beauty,Grooming,,5,Positive,2025-12-14,26,False,English,,False,tablet,BANGALORE,4032.75,4.3,1,0
R002920,C031784,PCLO0012,Clothing,Shoes,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,5,Positive,2025-12-20,,True,English,14,False,mobile_ios,Chandigarh,2537.03,2.1,13,0
R002921,C035414,PCLO0000,Clothing,Sarees,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,4,Positive,2025-11-11,28,True,English,10,True,mobile_android,Pune,4840.4,2.8,7,0
R002922,C040335,PFOO0003,Food,Snacks,Best purchase I've made this year. Fast delivery and great packaging. Five stars!,5,Positive,2025-09-19,7,True,English,13,True,,Bnglr,13045.54,2.1,12,0
R002923,C008560,PBEA0044,Beauty,Fragrance,Very good product. Using it since 2 weeks. No complaints whatsoever. Recommended!!,4,Positive,2025-12-05,47,True,English,12,False,desktop_web,chennai,8562.23,4.7,6,0
R002924,C010431,PELE0001,Electronics,Laptops,Superb! The laptops is exactly as described. Very happy with this purchase.,5,Positive,2025-09-11,21,True,English,12,False,,Kochi,6197.05,2.2,11,0
R002925,C008527,PHOM0014,Home,Kitchen,"Not worth the price. Cheap material, poor finishing. Expected much better quality.",1,Negative,2025-03-30,3,True,English,12,False,desktop_web,Kolkata,15435.83,4.1,9,0
R002926,C039990,PBOO0095,Books,Comics,Amazing value for money. The comics exceeded my expectations in every way possible.,4,Positive,2025-09-17,45,True,English,13,False,,Kochi,13753.62,4.2,11,0
R002927,C002333,PCLO0023,Clothing,Kurtas,Best purchase I've made this year. Fast delivery and great packaging. Five stars!,5,Positive,2026-01-21,4,False,Hindi,13,False,tablet,BANGALORE,5519.97,2.7,10,0
R002928,C002495,PBEA0034,Beauty,Skincare,Superb! The skincare is exactly as described. Very happy with this purchase.,5,Positive,2025-11-26,31,True,Code-mixed,12,False,mobile_android,Indore,16227.62,3.3,15,0
R002929,C023926,PBEA0095,Beauty,Fragrance,"Not worth the price. Cheap material, poor finishing. Expected much better quality.",2,Negative,2026-01-07,44,True,English,12,False,tablet,Bangalore,23636.31,4.1,12,0
R002930,C045649,PBEA0013,Beauty,Makeup,Outstanding quality. I was skeptical at first but this makeup proved me wrong completely.,4,Positive,2025-09-14,50,True,English,14,True,,chennai,10349.37,3.4,5,0
R002931,C004435,PBOO0088,Books,Self-Help,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,4,Positive,2026-03-26,,True,Hindi,10,False,tablet,Bangalore,21197.58,1.2,15,0
R002932,C038779,PELE0039,Electronics,Chargers,"Extremely slow delivery. Product was supposed to arrive in 3 days, came after 12 days.",1,Negative,2025-08-02,19,True,Hindi,15,True,mobile_android,BANGALORE,6766.02,2.2,13,1
R002933,C027758,PCLO0041,Clothing,Kurtas,Product is okay. Nothing special but does the job. Average quality for the price.,3,Neutral,2027-02-05,1,True,Hindi,14,False,,BANGALORE,11484.35,4.6,1,0
R002934,C015212,PFOO0096,Food,Beverages,Superb! The beverages is exactly as described. Very happy with this purchase.,4,Positive,2025-08-12,,True,Code-mixed,12,True,mobile_android,Gurgaon,24121.51,2.6,6,0
R002935,C012574,PHOM0057,Home,Furniture,"Decent product. Some features are good, others could be better. Mixed feelings overall.",3,Neutral,2026-01-11,33,False,English,13,True,,Noida,14393.77,1.9,13,0
R002936,C008528,PBOO0066,Books,Comics,This is my third purchase from this seller. Always consistent quality. Highly satisfied.,4,Positive,2025-08-23,,False,Hindi,13,False,mobile_android,Ahmedabad,5208.82,2.1,6,0
R002937,C023062,PCLO0096,Clothing,Kurtas,Product bahut accha hai. Quality is top notch. Will buy again for sure.,4,Positive,2025-01-21,,False,English,13,False,,DELHI,4545.52,1.4,14,0
R002938,C030090,PBOO0026,Books,Self-Help,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,5,Positive,2027-06-25,21,True,English,10,False,tablet,Ahmedabad,24076.01,1.8,14,0
R002939,C022629,PFOO0005,Food,Beverages,Superb! The beverages is exactly as described. Very happy with this purchase.,5,Positive,2026-01-06,,False,English,12,False,mobile_android,Kolkata,9168.48,2.0,15,0
R002940,C006318,PCLO0047,Clothing,T-Shirts,Average experience. Delivery was on time but the product quality is just mediocre.,3,Neutral,2026-01-17,,True,Code-mixed,13,False,mobile_ios,Noida,21993.71,2.9,11,0
R002941,C032380,PFOO0075,Food,Snacks,Outstanding quality. I was skeptical at first but this snacks proved me wrong completely.,5,Positive,2026-03-05,38,False,English,14,True,mobile_android,Jaipur,2189.38,3.4,9,0
R002942,C019669,PBEA0096,Beauty,Grooming,Bohot accha product hai ye! Camera quality is amazing. Battery backup bhi theek hai. Recommended!,4,Positive,2025-06-20,26,True,English,15,False,tablet,chennai,7548.24,4.9,2,0
R002943,C003815,PCLO0001,Clothing,T-Shirts,This is my third purchase from this seller. Always consistent quality. Highly satisfied.,4,Positive,2025-03-18,,True,Code-mixed,13,False,mobile_android,Gurgaon,16508.33,2.9,11,0
R002944,C047140,PCLO0020,Clothing,Sarees,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,5,Positive,2025-08-04,44,False,English,10,False,tablet,Indore,7201.99,,14,0
R002945,C035927,PBEA0025,Beauty,Skincare,Very good product. Using it since 2 weeks. No complaints whatsoever. Recommended!!,4,Positive,2025-09-09,6,True,Hindi,12,False,mobile_android,Indore,5167.8,4.3,7,0
R002946,C020752,PBOO0067,Books,Comics,Theek thaak hai. Na bahut accha na bahut bura. Average comics hai ye bas.,4,Positive,2025-03-24,25,False,English,14,False,tablet,Bnglr,5257.43,2.7,,0
R002947,C046758,PELE0084,Electronics,Cameras,Worst purchase ever. Product arrived damaged and customer support was unhelpful.,1,Negative,2025-12-24,12,True,English,11,False,,chennai,18905.86,4.1,,1
R002948,C010564,PCLO0073,Clothing,T-Shirts,Not good at all. The t-shirts stopped working after just one week of normal usage.,2,Negative,2025-08-25,41,False,English,15,False,tablet,Chennai,22483.12,1.5,,0
R002949,C021452,PCLO0041,Clothing,Kurtas,Amazing value for money. The kurtas exceeded my expectations in every way possible.,4,Positive,2025-02-24,15,True,English,13,True,mobile_android,chennai,11484.35,2.1,13,0
R002950,C027218,PHOM0058,Home,Bedding,,3,Neutral,2026-02-15,3,True,English,,True,,mumbai,12019.46,3.9,9,0
R002951,C041142,PCLO0026,Clothing,Kurtas,,4,Positive,2026-02-28,3,True,English,,False,,Indore,1522.47,1.2,7,0
R002952,C037101,PELE0056,Electronics,Chargers,Theek thaak hai. Na bahut accha na bahut bura. Average chargers hai ye bas.,4,Positive,2025-05-26,,True,English,14,True,desktop_web,Ahmedabad,13274.48,2.5,13,0
R002953,C020845,PBEA0019,Beauty,Fragrance,Very good product. Using it since 2 weeks. No complaints whatsoever. Recommended!!,5,Positive,2025-10-04,38,True,Hindi,12,False,desktop_web,Chennai,21636.14,2.2,10,0
R002954,C023198,PCLO0087,Clothing,Jeans,,1,Negative,2026-02-01,4,True,English,,False,tablet,Hyderabad,5068.56,4.4,11,0
R002955,C021666,PBOO0018,Books,Non-Fiction,Very good product. Using it since 2 weeks. No complaints whatsoever. Recommended!!,4,Positive,2025-02-13,,True,English,12,False,tablet,BANGALORE,5098.99,1.2,7,0
R002956,C011308,PELE0033,Electronics,Earbuds,Product bahut accha hai. Quality is top notch. Will buy again for sure.,5,Positive,2025-04-30,32,True,English,13,False,,Mumbai,4167.89,4.5,7,0
R002957,C028107,PELE0000,Electronics,Smartphones,Product bahut accha hai. Quality is top notch. Will buy again for sure.,5,Positive,2025-06-11,33,True,English,13,False,mobile_ios,mumbai,721.79,3.4,3,0
R002958,C022533,PELE0098,Electronics,Cameras,Product bahut accha hai. Quality is top notch. Will buy again for sure.,4,Positive,2025-04-07,39,True,Code-mixed,13,False,desktop_web,Bnglr,14447.25,3.5,8,0
R002959,C012466,PHOM0078,Home,Decor,Amazing value for money. The decor exceeded my expectations in every way possible.,5,Positive,2025-01-30,,False,Hindi,13,False,,Indore,6071.88,2.9,8,0
R002960,C037951,PCLO0069,Clothing,Jeans,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,4,Positive,2025-08-19,,True,English,14,True,mobile_android,DELHI,13684.74,4.8,1,0
R002961,C026759,PHOM0093,Home,Storage,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,4,Positive,2025-08-02,,False,Hindi,10,False,mobile_ios,Noida,23037.62,2.8,9,0
R002962,C000725,PFOO0069,Food,Spices,Worst purchase ever. Product arrived damaged and customer support was unhelpful.,1,Negative,2025-07-30,6,True,English,11,False,mobile_ios,Chandigarh,10951.75,1.9,1,1
R002963,C049817,PELE0057,Electronics,Cameras,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,4,Positive,2025-08-07,,True,English,10,False,mobile_android,Bnglr,21533.28,2.8,13,0
R002964,C032015,PCLO0023,Clothing,Kurtas,"Received a defective kurtas. Asked for replacement, still waiting after 2 weeks!!!",2,Negative,2025-02-20,1,True,English,12,False,,BANGALORE,5519.97,1.2,3,0
R002965,C020887,PCLO0046,Clothing,Jeans,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,4,Positive,2026-02-03,23,True,English,14,False,mobile_android,Noida,23338.09,5.0,1,0
R002966,C039014,PBEA0077,Beauty,Skincare,Very good product. Using it since 2 weeks. No complaints whatsoever. Recommended!!,5,Positive,2025-12-29,9,False,English,12,False,mobile_android,bangalore,-19032.97,3.5,,0
R002967,C012974,PELE0080,Electronics,Earbuds,,3,Neutral,2025-11-13,44,True,English,,True,tablet,Kochi,16527.46,1.3,15,0
R002968,C030500,PHOM0086,Home,Storage,"The storage works as expected. Nothing more, nothing less. Packaging was decent.",3,Neutral,2025-02-09,44,True,Hindi,12,False,,Pune,16563.12,4.2,9,0
R002969,C027461,PFOO0072,Food,Dry Fruits,Average experience. Delivery was on time but the product quality is just mediocre.,3,Neutral,2025-12-05,,True,English,13,False,desktop_web,mumbai,22996.51,3.0,8,0
R002970,C047695,PFOO0052,Food,Beverages,Product bahut accha hai. Quality is top notch. Will buy again for sure.,4,Positive,2025-10-03,10,True,English,13,False,,Lucknow,6864.98,2.8,3,0
R002971,C038346,PCLO0083,Clothing,Sarees,Best purchase I've made this year. Fast delivery and great packaging. Five stars!,5,Positive,2025-08-16,49,False,English,13,False,tablet,chennai,20075.46,,1,0
R002972,C028033,PCLO0034,Clothing,Shoes,Amazing value for money. The shoes exceeded my expectations in every way possible.,4,Positive,2026-01-22,8,True,English,13,False,tablet,bangalore,1088.61,2.0,14,0
R002973,C027359,PHOM0074,Home,Furniture,Superb! The furniture is exactly as described. Very happy with this purchase.,4,Positive,2025-10-24,,True,English,12,False,mobile_ios,Kochi,15279.42,4.9,2,0
R002974,C036195,PBEA0056,Beauty,Fragrance,Amazing value for money. The fragrance exceeded my expectations in every way possible.,5,Positive,2026-03-20,8,True,English,13,True,,Bangalore,1185.86,3.1,10,0
R002975,C011064,PBOO0013,Books,Fiction,Loved it!! Perfect for daily use. My whole family loves this fiction.,5,Positive,2026-02-01,5,True,English,12,False,mobile_android,chennai,7791.74,2.7,10,0
R002976,C039635,PCLO0044,Clothing,T-Shirts,Loved it!! Perfect for daily use. My whole family loves this t-shirts.,4,Positive,2025-09-09,21,True,English,12,False,desktop_web,Pune,1923.27,3.2,8,0
R002977,C004525,PCLO0078,Clothing,Jeans,"Extremely slow delivery. Product was supposed to arrive in 3 days, came after 12 days.",1,Negative,2025-07-17,18,True,English,15,False,,Lucknow,23151.44,2.1,,1
R002978,C044672,PHOM0080,Home,Furniture,"It's fine I guess. Not amazing, not terrible. Just an average furniture for daily use.",3,Neutral,2025-03-01,,False,Code-mixed,15,True,tablet,Gurgaon,10271.5,,3,0
R002979,C041580,PBEA0085,Beauty,Haircare,Outstanding quality. I was skeptical at first but this haircare proved me wrong completely.,5,Positive,2025-11-16,36,True,English,14,False,,mumbai,4331.76,2.2,13,0
R002980,C033603,PCLO0087,Clothing,Jeans,Amazing value for money. The jeans exceeded my expectations in every way possible.,5,Positive,2025-01-03,25,True,English,13,True,tablet,bangalore,5068.56,3.2,4,0
R002981,C045289,PBEA0005,Beauty,Haircare,Outstanding quality. I was skeptical at first but this haircare proved me wrong completely.,4,Positive,2025-01-19,,True,English,14,False,mobile_android,Jaipur,11814.94,3.0,10,0
R002982,C022756,PCLO0074,Clothing,Jeans,Terrible quality. Broke within 2 days. Complete waste of money. DO NOT BUY.,1,Negative,2025-01-13,20,True,English,13,False,mobile_android,BANGALORE,17083.14,1.1,12,1
R002983,C032434,PCLO0038,Clothing,Jeans,This is my third purchase from this seller. Always consistent quality. Highly satisfied.,4,Positive,2025-03-20,7,True,English,13,False,desktop_web,chennai,16775.85,3.0,3,0
R002984,C047645,PFOO0058,Food,Spices,Outstanding quality. I was skeptical at first but this spices proved me wrong completely.,4,Positive,2025-11-20,30,False,English,14,False,mobile_ios,Kolkata,13610.56,1.6,5,0
R002985,C016216,PFOO0050,Food,Beverages,,4,Positive,2025-12-18,,False,English,,False,tablet,bangalore,6936.75,5.0,4,0
R002986,C004694,PBEA0067,Beauty,Makeup,Very good product. Using it since 2 weeks. No complaints whatsoever. Recommended!!,4,Positive,2025-10-22,18,False,English,12,False,,Kochi,8529.51,3.4,3,0
R002987,C009762,PELE0031,Electronics,Smartphones,Waste of money!!!   Too   many   issues with this product. Very poor quality control.,1,Negative,2025-10-08,,False,English,13,False,tablet,Indore,15266.97,2.1,5,0
R002988,C048050,PHOM0013,Home,Storage,Product bahut accha hai. Quality is top notch. Will buy again for sure.,5,Positive,2025-04-07,,True,English,13,False,tablet,Ahmedabad,24140.26,3.6,14,0
R002989,C006054,PFOO0037,Food,Supplements,,3,Neutral,2026-03-19,13,True,English,,False,desktop_web,Ahmedabad,11666.76,3.5,6,0
R002990,C031306,PCLO0009,Clothing,Jeans,Very disappointed. The jeans does not match the description at all. Returning it.,2,Negative,2025-11-30,50,False,English,13,False,mobile_ios,chennai,10604.27,1.1,13,1
R002991,C046334,PFOO0048,Food,Spices,Very disappointed. The spices does not match the description at all. Returning it.,1,Negative,2026-02-25,,False,English,13,True,tablet,Chennai,19168.53,1.7,7,1
R002992,C035321,PBEA0003,Beauty,Skincare,Loved it!! Perfect for daily use. My whole family loves this skincare.,5,Positive,2025-01-09,18,True,Hindi,12,False,desktop_web,Kochi,24989.35,1.7,6,0
R002993,C005664,PELE0018,Electronics,Cameras,This is my third purchase from this seller. Always consistent quality. Highly satisfied.,5,Positive,2025-04-08,15,False,Code-mixed,13,False,mobile_ios,BANGALORE,3207.3,2.2,7,0
R002994,C008227,PELE0056,Electronics,Chargers,Product bahut accha hai. Quality is top notch. Will buy again for sure.,4,Positive,2026-03-10,12,False,English,13,False,,Bangalore,13274.48,2.5,11,0
R002995,C022214,PELE0095,Electronics,Smartphones,"The smartphones works as expected. Nothing more, nothing less. Packaging was decent.",3,Neutral,2025-12-09,21,False,English,12,False,desktop_web,DELHI,12902.0,3.3,,0
R013057,C022214,PELE0095,Electronics,Smartphones,"The smartphones works as expected. Nothing more, nothing less. Packaging was decent.",3,Neutral,2025-12-09,21,False,English,12,False,desktop_web,DELHI,12902.0,3.3,,0
R002996,C029841,PELE0003,Electronics,Cameras,Product accha hai but price thoda zyada hai. Quality wise it's okay. Delivery fast thi.,4,Positive,2025-09-16,42,False,Code-mixed,15,True,mobile_ios,Pune,2263.86,4.5,6,0
R002997,C042295,PFOO0026,Food,Beverages,This is my third purchase from this seller. Always consistent quality. Highly satisfied.,4,Positive,2026-03-26,,False,English,13,False,mobile_android,Kochi,20183.22,3.7,8,0
R002998,C036615,PFOO0011,Food,Spices,Very disappointed. The spices does not match the description at all. Returning it.,1,Negative,2025-11-24,,True,English,13,True,tablet,Delhi,13904.43,4.2,8,1
R002999,C010121,PELE0034,Electronics,Chargers,Loved it!! Perfect for daily use. My whole family loves this chargers.,5,Positive,2026-02-26,3,True,English,12,True,,chennai,6820.97,1.9,13,0
R003000,C016944,PBEA0093,Beauty,Fragrance,Bakwas product. Ek hafte mein kharab ho gaya. Customer service se baat karna impossible hai.,1,Negative,2025-04-11,,True,Code-mixed,15,False,mobile_android,mumbai,22540.02,4.3,9,0
R003001,C043644,PFOO0093,Food,Spices,Product accha hai but price thoda zyada hai. Quality wise it's okay. Delivery fast thi.,1,Negative,2025-08-12,47,True,English,15,True,tablet,Hyderabad,19195.53,4.5,6,0
R003002,C039304,PCLO0021,Clothing,Shoes,Amazing value for money. The shoes exceeded my expectations in every way possible.,4,Positive,2025-11-11,,False,English,13,False,,Noida,16580.26,1.8,11,0
R003003,C022068,PBOO0042,Books,Technical,Superb! The technical is exactly as described. Very happy with this purchase.,4,Positive,2025-03-09,,False,English,12,False,mobile_android,Mumbai,16265.71,4.8,999,0
R003004,C025591,PHOM0045,Home,Decor,,2,Negative,2025-11-23,31,True,English,,False,mobile_android,Mumbai,4868.56,3.5,15,1
R003005,C001749,PFOO0054,Food,Snacks,Waste of money!!!   Too   many   issues with this product. Very poor quality control.,2,Negative,2025-09-22,25,True,English,13,False,mobile_android,chennai,3544.65,4.5,12,1
R003006,C044836,PHOM0084,Home,Bedding,Average experience. Delivery was on time but the product quality is just mediocre.,3,Neutral,2025-08-22,27,False,Code-mixed,13,False,,chennai,1871.45,4.8,8,0
R003007,C049319,PFOO0084,Food,Supplements,Average experience. Delivery was on time but the product quality is just mediocre.,3,Neutral,2026-02-16,18,True,Hindi,13,False,mobile_android,Delhi,1395.98,2.5,15,0
R003008,C047810,PBOO0034,Books,Technical,Best purchase I've made this year. Fast delivery and great packaging. Five stars!,5,Positive,2026-01-21,,True,English,13,False,mobile_ios,Bangalore,14655.13,4.9,14,0
R003009,C032439,PBEA0065,Beauty,Haircare,,4,Positive,2026-01-05,,True,English,,True,tablet,Indore,10307.88,,,0
R003010,C005830,PHOM0069,Home,Storage,"Not worth the price. Cheap material, poor finishing. Expected much better quality.",1,Negative,2026-03-15,21,True,Code-mixed,12,False,mobile_ios,Chandigarh,5718.84,2.5,,0
R003011,C048879,PBOO0056,Books,Technical,Outstanding quality. I was skeptical at first but this technical proved me wrong completely.,5,Positive,2025-12-28,,True,English,14,False,desktop_web,Bangalore,2573.03,5.0,14,0
R003012,C012907,PBEA0094,Beauty,Grooming,,4,Positive,2025-03-15,48,True,English,,True,mobile_android,mumbai,4032.75,2.4,10,0
R003013,C031118,PBEA0008,Beauty,Fragrance,,4,Positive,2025-04-10,41,False,Code-mixed,,False,tablet,Delhi,15905.77,1.8,1,0
R003014,C041285,PBOO0010,Books,Technical,Outstanding quality. I was skeptical at first but this technical proved me wrong completely.,4,Positive,2026-02-28,,True,Hindi,14,False,tablet,Mumbai,5552.43,2.1,7,0
R003015,C038780,PFOO0042,Food,Dry Fruits,Waste of money!!!   Too   many   issues with this product. Very poor quality control.,2,Negative,2025-05-18,41,True,English,13,True,mobile_ios,Gurgaon,15354.66,4.5,3,0
R003016,C029194,PHOM0011,Home,Bedding,Waste of money!!!   Too   many   issues with this product. Very poor quality control.,1,Negative,2025-11-21,,True,English,13,True,mobile_ios,Kochi,17711.69,,12,0
